KNO_ID,ADRESSE_STRASSE,ADRESSE_ORTSTEIL,ADRESSE_POSTLEITZAHL,BEZIRK,DIENSTSTELLE,DUEKER,GEFAEHRDETER_KANAL,GEFAELLE,KANALSYSTEM,LAENGE,LAGE,MATERIALART,PROFILBREITE,PROFILHOEHE,PUMPWERK,SCHILDER_BENOETIGT,SONDERKANAL,WASSERSCHUTZZONE_ZONE,ATMOSPHAERE_SAUERSTOFFMANGEL,ATMOSPHAERE_SCHWEFELWASSERSTOFF,ATMOSPHAERE_METHAN,ATMOSPHAERE_ANDEREGEFAEHRDUNG,ATMOSPHAERE_BEMERKUNG,STILLGELEGT,ATMOSPHAERE_ASBESTZEMENT,ANZAHL_ABZWEIGE,BAUJAHR,BEARBEITER_NAME,BEARBEITER_ZEITPUNKT,BEMERKUNGEL,BUCHUNGSNUMMER_TYP,BUCHUNGSNUMMER_TEXT,ABLAGERUNGEN_FEINESMATERIAL,ABLAGERUNGEN_GROBESMATERIAL,ABLAGERUNGEN_HARTESMATERIAL,ABLAGERUNGEN_ANDERESMATERIAL,ABLAGERUNGEN_KATZENSTREU,ABLAGERUNGEN_LUMPEN,ABLAGERUNGENSTAND_VERSTOPFUNG,ABLAGERUNGENSTAND_PROZENT,ABLAGERUNGENSTAND_HOEHE,ABLAGERUNGENSTAND_SAND,ANHAFTENDESTOFFE_INKRUSTATION,ANHAFTENDESTOFFE_FETT,ANHAFTENDESTOFFE_FAEULNIS,ANHAFTENDESTOFFE_ANDERERSTOFF,ANHAFTENDESTOFFE_WASSERSTEIN,ANHAFTENDESTOFFE_OEL,EMPFOHLENE_REINIGUNGSKLASSE,GERUCHSBELAESTIGUNG,ORIGINAL_REINIGUNGSKLASSE,RATTENBEFALL_FESTGESTELLT,REINIGUNG_GEREINIGT,REINIGUNG_GERAEUMT,REINIGUNG_GERAEUMTE_MENGE,WASSERSTAND_WASSERAUSTRITT,WASSERSTAND_WENIGFLUSS,WASSERSTAND_PROZENT,WASSERSTAND_HOEHE,UNTERLAUFVERSTOPFUNG,REINIGUNG_RAEUMZEITPUNKT,ABLAGERUNGEN_LAUB,UNZULAESSIGE_EINLEITUNG
99.213.221.55/25,0915 International Trail,Florida,33661,FL,Tampa,1,true,5.34,,1091,Industrie,Ziegel,500,100,HPW WEG Wedding Otawistr.,true,true,true,false,true,true,false,Schlecht,true,true,2,1999,,23.4.2016,,,,true,true,false,true,false,true,true,7,8.2,1.7,false,true,true,false,true,false,0,true,2,true,true,false,26,false,true,59,16,true,22.11.2003,false,true
71.100.49.12/30,945 Summer Ridge Court,Florida,32803,FL,Orlando,0,false,1.17,,3245,Gehweg,Ziegel,300,400,HPW KAR Karow Pankgrafenstr.,true,true,true,true,false,true,false,Schlecht,true,false,1,1995,,3.8.2015,,,,true,true,true,false,false,false,true,35,14.3,8.22,false,true,false,false,false,true,3,true,4,true,false,false,23,true,true,24,85,true,11.3.2008,false,false
121.46.70.213/11,1 Maple Junction,Michigan,48930,MI,Lansing,0,false,4.12,,3295,Gehweg,Stein,100,100,HPW SCHOE Schöneberg Königstr.,true,true,true,true,false,true,false,"",true,true,1,1992,,14.5.2016,,,,false,false,true,true,false,true,true,78,15.6,11.49,false,true,false,true,true,true,4,true,2,false,true,true,0,true,false,56,64,true,18.1.1993,true,true
180.185.36.23/22,6 Warbler Plaza,Texas,75044,TX,Garland,0,true,11.06,,4126,Fahrbahn,Ziegel,300,400,HPW SCHOE Schöneberg Königstr.,true,true,false,true,true,true,true,Schlecht,true,true,3,1990,,7.4.2016,,,,false,true,false,true,false,true,false,73,18.5,3.13,false,false,false,true,true,false,1,false,5,true,false,true,17,true,false,59,53,false,6.6.1994,false,false
181.238.37.160/8,81 Raven Parkway,California,92127,CA,San Diego,1,true,1.16,,877,Fahrbahn,Ziegel,500,300,HPW SCHOE Schöneberg Königstr.,false,false,true,true,false,false,false,Schlecht,true,true,3,1995,,17.7.2015,,,,false,false,false,false,false,true,false,88,28.7,13.23,false,false,false,false,false,true,5,true,0,false,false,true,3,true,false,21,89,false,16.10.1990,true,true
130.238.250.15/18,69502 Nova Court,Illinois,62205,IL,East Saint Louis,0,false,10.44,,1396,Gehweg,Stein,300,500,HPW KAR Karow Pankgrafenstr.,false,false,true,false,true,true,true,Schlecht,false,false,1,1999,,9.8.2016,,,,true,true,true,false,false,false,true,19,14.6,12.61,true,false,false,true,true,true,3,true,0,false,false,false,13,true,true,43,11,true,24.9.2001,true,false
187.35.239.46/7,7 Memorial Circle,California,93094,CA,Simi Valley,0,false,16.45,,3439,Fahrbahn,Stein,300,200,HPW SCHOE Schöneberg Königstr.,false,false,true,true,true,false,true,Etwas nötig,true,true,2,1995,,30.3.2016,,,,false,true,true,false,true,true,false,81,14.4,4.59,true,false,true,false,true,true,0,false,2,true,true,true,49,true,true,3,73,true,4.6.1996,false,true
214.60.241.216/31,5 Knutson Hill,Missouri,65218,MO,Columbia,0,false,4.3,,3848,Fahrbahn,Stein,200,500,HPW KAR Karow Pankgrafenstr.,false,true,false,true,false,true,true,Etwas nötig,true,false,4,1992,,20.7.2016,,,,false,true,true,true,false,true,true,77,13.7,4.04,false,false,true,false,false,false,5,false,2,true,false,true,38,false,false,48,34,false,23.1.2001,true,true
48.234.56.103/20,7 Sommers Street,Ohio,43605,OH,Toledo,0,false,18.49,,1536,Industrie,Ziegel,300,400,HPW WEG Wedding Otawistr.,true,true,true,true,true,false,false,Schlecht,false,true,2,204,,9.6.2017,,,,true,true,false,true,true,true,false,90,26.7,26.74,true,false,false,false,true,true,2,true,2,true,false,true,26,false,false,73,77,false,16.11.2000,true,false
171.143.66.14/8,9 Dunning Road,Virginia,23514,VA,Norfolk,1,false,3.46,,3058,Industrie,Beton,500,200,HPW KAR Karow Pankgrafenstr.,false,false,false,false,true,true,false,"",true,false,3,1999,,30.3.2016,,,,true,false,true,false,false,true,false,27,13.2,21.37,false,true,true,false,false,true,4,true,1,true,false,true,22,true,true,15,20,false,1.3.1991,false,false
226.104.150.50/5,3 Lakeland Drive,Connecticut,06538,CT,New Haven,1,false,11.04,,2207,Industrie,Stein,100,100,HPW WEG Wedding Otawistr.,false,false,true,true,false,false,true,Schlecht,false,false,4,204,,23.6.2016,,,,true,true,false,true,true,false,true,88,1.5,3.0,false,true,true,false,false,false,0,true,4,true,true,false,28,true,true,66,47,false,23.3.2001,false,true
61.53.25.205/10,30520 Ronald Regan Court,Connecticut,06673,CT,Bridgeport,0,true,16.8,,275,Industrie,Beton,400,200,HPW SCHOE Schöneberg Königstr.,true,false,true,true,true,true,true,Schlecht,false,false,3,1995,,21.4.2017,,,,true,true,false,false,false,true,false,71,16.6,7.84,true,false,true,false,true,true,0,false,0,false,true,true,27,false,false,41,59,false,18.5.2002,true,true
103.71.198.159/20,8721 North Way,Kansas,66667,KS,Topeka,1,false,11.32,,3704,Strasse,Stein,300,300,HPW WEG Wedding Otawistr.,true,true,true,true,false,false,false,Schlecht,false,false,3,1995,,2.12.2016,,,,true,false,false,true,false,false,true,0,12.0,23.63,true,true,false,true,true,true,0,false,3,false,false,false,33,false,true,43,54,false,13.7.2001,false,true
78.232.65.110/11,27671 Fulton Park,Minnesota,56372,MN,Saint Cloud,0,true,19.95,,3808,Fahrbahn,Mauerwerk,400,200,HPW WEG Wedding Otawistr.,false,false,false,false,true,true,false,"",true,true,3,1990,,24.8.2015,,,,false,false,true,true,false,true,false,35,6.4,27.83,true,true,true,true,false,true,5,false,3,true,false,false,23,true,true,73,62,false,17.8.1995,true,false
9.132.183.171/2,292 Warrior Crossing,Minnesota,55441,MN,Minneapolis,0,true,18.32,,1405,Strasse,Ziegel,500,500,HPW SCHOE Schöneberg Königstr.,false,true,true,true,true,false,true,Etwas nötig,false,false,4,1995,,15.6.2016,,,,false,false,true,false,false,true,true,60,4.6,18.73,false,true,true,true,true,true,2,false,3,true,false,true,15,false,false,26,0,true,30.10.2004,true,false
32.81.196.235/31,12 Welch Junction,Maryland,21203,MD,Baltimore,0,true,2.89,,2452,Industrie,Ziegel,100,300,HPW WEG Wedding Otawistr.,true,false,false,false,false,true,true,Schlecht,true,false,4,1992,,18.12.2016,,,,false,false,true,false,true,false,true,35,6.9,16.71,true,true,true,false,false,false,1,false,4,false,false,false,35,true,false,72,5,true,22.8.1997,false,true
184.84.232.91/12,9 Truax Alley,Florida,32405,FL,Panama City,0,false,6.48,,4337,Gehweg,Beton,300,200,HPW WEG Wedding Otawistr.,true,true,true,false,true,false,true,Schlecht,false,true,2,1990,,12.12.2016,,,,false,false,true,true,true,true,false,84,5.9,3.52,true,true,true,false,true,false,1,true,0,false,true,true,45,true,true,34,52,true,2.10.1997,true,false
13.222.24.114/5,37 Columbus Way,Ohio,44720,OH,Canton,0,true,9.63,,10,Fahrbahn,Mauerwerk,500,500,HPW WEG Wedding Otawistr.,false,true,true,true,false,true,true,Schlecht,true,false,2,1992,,4.2.2017,,,,false,true,false,false,false,false,true,3,7.7,18.21,false,false,true,true,true,true,3,true,4,false,true,false,29,false,true,25,18,false,11.3.2001,false,true
123.7.198.151/9,54 East Road,Texas,75265,TX,Dallas,1,false,8.92,,3107,Industrie,Beton,300,500,HPW KAR Karow Pankgrafenstr.,false,true,true,true,true,false,false,Schlecht,true,true,1,204,,5.2.2016,,,,true,true,true,true,true,true,true,24,1.6,3.27,true,true,true,false,true,true,1,true,1,false,true,true,3,false,true,75,42,true,10.4.2010,false,true
231.87.120.192/13,973 Merchant Place,Utah,84140,UT,Salt Lake City,1,false,19.61,,2754,Fahrbahn,Beton,500,200,HPW KAR Karow Pankgrafenstr.,false,true,false,false,false,true,false,Schlecht,false,true,1,1992,,2.1.2016,,,,false,true,true,false,false,false,true,75,15.0,14.05,false,true,true,true,false,false,0,true,0,true,false,true,12,false,false,46,74,true,18.7.1991,true,false
204.9.61.64/1,38 Shoshone Plaza,Kentucky,40293,KY,Louisville,0,true,6.02,,337,Fahrbahn,Stein,300,500,HPW SCHOE Schöneberg Königstr.,false,true,true,false,true,false,false,Schlecht,false,true,2,1992,,6.3.2017,,,,true,false,false,true,true,false,true,69,21.6,12.65,true,true,true,true,false,false,4,false,5,false,false,false,2,false,false,58,94,true,7.8.1998,false,true
97.159.239.27/1,1 Coleman Court,Oklahoma,73109,OK,Oklahoma City,1,true,16.28,,1010,Fahrbahn,Ziegel,200,200,HPW KAR Karow Pankgrafenstr.,false,true,true,false,false,false,false,Keine Bemerkung,true,false,4,204,,15.11.2015,,,,false,true,true,true,false,false,true,74,3.8,5.83,true,false,false,false,false,true,4,true,1,true,true,false,22,false,true,0,53,false,18.8.1994,false,true
28.136.194.31/23,53 Stephen Crossing,Florida,33620,FL,Tampa,0,true,16.15,,2198,Industrie,Beton,500,500,HPW KAR Karow Pankgrafenstr.,true,true,false,true,true,true,true,"",true,false,3,204,,2.2.2017,,,,true,true,false,false,false,true,true,76,26.6,25.68,true,true,true,false,true,false,2,false,2,false,false,false,26,false,false,80,100,false,30.10.1998,true,true
84.71.93.210/28,4024 Lake View Park,Ohio,45208,OH,Cincinnati,1,true,10.58,,2174,Industrie,Ziegel,500,300,HPW SCHOE Schöneberg Königstr.,false,true,true,false,false,true,false,"",true,false,3,1992,,12.3.2016,,,,false,false,false,false,false,false,true,16,21.9,23.12,false,true,true,true,false,true,0,true,4,true,false,true,48,true,false,58,92,true,4.3.1993,false,false
67.219.109.7/21,7 Randy Road,Missouri,64130,MO,Kansas City,1,true,14.43,,2539,Fahrbahn,Beton,300,300,HPW SCHOE Schöneberg Königstr.,false,true,false,true,true,false,true,"",false,false,1,1990,,11.7.2017,,,,true,false,false,true,false,true,true,76,0.1,21.22,true,false,true,true,true,true,3,true,0,true,false,true,8,false,true,50,72,false,15.5.1992,true,true
207.169.138.247/29,2 Riverside Junction,Tennessee,37240,TN,Nashville,0,true,10.98,,3557,Strasse,Mauerwerk,100,200,HPW KAR Karow Pankgrafenstr.,true,true,false,false,false,false,false,Etwas nötig,true,false,4,1992,,12.12.2016,,,,false,false,false,true,true,false,true,74,29.3,26.32,false,false,false,true,false,true,5,false,3,true,true,true,32,false,false,41,20,false,1.7.2001,true,true
36.92.118.131/30,92972 Bluestem Circle,Nevada,89130,NV,Las Vegas,0,true,6.33,,1460,Industrie,Mauerwerk,300,400,HPW WEG Wedding Otawistr.,true,false,true,true,false,true,false,Etwas nötig,false,false,2,1992,,12.9.2015,,,,false,false,true,false,true,false,false,65,27.0,9.45,false,true,false,true,false,true,4,true,4,false,true,true,28,false,false,80,69,false,16.1.1999,false,false
4.8.96.166/17,44 Packers Pass,New York,10079,NY,New York City,1,true,1.7,,27,Strasse,Stein,300,300,HPW SCHOE Schöneberg Königstr.,false,true,false,false,true,true,true,"",false,true,4,1990,,21.7.2015,,,,false,false,false,false,true,true,false,5,29.5,10.57,false,false,true,true,false,false,5,true,1,true,false,true,7,false,true,65,15,true,23.4.1991,true,false
201.92.184.165/14,624 Fulton Avenue,Indiana,46266,IN,Indianapolis,1,true,18.37,,1267,Fahrbahn,Mauerwerk,400,300,HPW SCHOE Schöneberg Königstr.,false,true,false,false,false,true,false,Schlecht,true,true,0,1995,,30.10.2016,,,,false,false,true,true,false,false,true,40,22.3,1.07,true,false,false,false,true,true,4,true,3,false,false,true,11,false,false,80,42,true,1.5.2010,true,false
106.61.125.104/4,6290 Corscot Terrace,North Carolina,28278,NC,Charlotte,1,false,8.39,,2280,Industrie,Mauerwerk,100,400,HPW SCHOE Schöneberg Königstr.,true,false,true,true,true,true,true,Schlecht,true,true,3,1999,,21.12.2015,,,,false,false,true,true,true,false,true,14,16.6,14.02,true,true,true,false,true,false,5,true,2,false,true,true,45,true,false,73,97,false,14.9.2006,true,true
159.40.10.176/26,2 Donald Street,Maryland,20851,MD,Rockville,0,true,17.56,,581,Industrie,Beton,200,500,HPW SCHOE Schöneberg Königstr.,false,false,true,false,false,true,true,"",false,true,0,1995,,28.8.2015,,,,true,false,false,true,false,true,false,66,1.9,10.43,true,true,true,true,true,true,3,false,1,false,true,true,48,true,true,27,26,true,17.11.2000,false,false
254.13.24.122/17,7549 Laurel Road,Indiana,46015,IN,Anderson,0,false,10.71,,1580,Fahrbahn,Beton,400,100,HPW KAR Karow Pankgrafenstr.,true,false,false,true,false,true,true,Schlecht,false,false,0,1990,,10.11.2015,,,,false,true,true,false,true,false,false,81,5.0,7.37,true,false,false,false,false,false,4,true,5,true,true,true,36,true,false,8,84,false,21.6.2008,false,true
157.53.43.229/25,5 Barby Parkway,North Carolina,27621,NC,Raleigh,0,false,3.88,,3899,Industrie,Stein,100,500,HPW WEG Wedding Otawistr.,true,true,true,true,false,false,false,Etwas nötig,false,false,1,1990,,22.5.2017,,,,true,false,true,true,true,true,false,91,22.4,9.86,false,false,false,false,false,true,2,true,5,false,true,false,15,false,true,4,79,true,17.9.1994,true,false
191.254.117.231/18,4 Beilfuss Street,Florida,34108,FL,Naples,0,false,14.86,,3367,Industrie,Ziegel,200,500,HPW SCHOE Schöneberg Königstr.,true,true,false,true,true,true,true,"",true,false,0,1992,,28.10.2016,,,,true,false,false,true,false,false,true,57,16.3,9.05,false,true,false,true,true,false,0,false,3,false,true,false,2,false,false,9,64,true,12.2.1993,true,false
15.112.253.35/11,065 Rockefeller Lane,Pennsylvania,19125,PA,Philadelphia,0,false,7.42,,938,Fahrbahn,Stein,200,100,HPW SCHOE Schöneberg Königstr.,false,false,false,true,false,true,false,"",true,true,4,204,,1.8.2015,,,,true,true,true,false,false,true,false,30,6.2,9.41,false,true,false,true,false,false,2,true,1,true,true,false,9,false,false,10,37,false,6.4.2002,true,false
114.146.228.71/7,0937 Lighthouse Bay Crossing,Massachusetts,02305,MA,Brockton,0,false,18.49,,3320,Fahrbahn,Ziegel,200,500,HPW SCHOE Schöneberg Königstr.,true,true,true,true,true,false,true,Keine Bemerkung,true,true,1,1999,,31.10.2016,,,,true,true,false,true,true,false,true,7,25.8,11.31,false,true,true,false,false,false,4,false,3,false,true,true,50,true,true,8,45,true,20.11.2000,false,false
124.141.236.172/13,6 Warbler Street,Washington,98506,WA,Olympia,0,false,11.43,,2550,Gehweg,Beton,400,300,HPW WEG Wedding Otawistr.,false,false,false,true,false,false,false,Etwas nötig,false,false,1,204,,25.3.2016,,,,false,true,true,true,true,true,false,47,14.8,24.38,true,false,true,true,true,false,4,false,1,false,true,true,35,true,true,46,10,false,7.8.1997,false,false
141.217.40.193/27,4 Gerald Way,South Carolina,29505,SC,Florence,1,false,11.74,,2291,Gehweg,Ziegel,100,100,HPW WEG Wedding Otawistr.,true,false,false,true,false,true,false,Keine Bemerkung,true,false,1,1992,,5.2.2017,,,,false,false,false,false,true,false,true,37,9.1,10.2,true,false,true,true,false,false,0,false,0,false,false,true,48,false,true,49,22,true,4.4.1996,true,false
67.56.108.65/10,16803 Farragut Circle,Illinois,60641,IL,Chicago,1,true,3.94,,707,Strasse,Ziegel,300,100,HPW KAR Karow Pankgrafenstr.,false,false,false,true,true,true,false,Keine Bemerkung,true,false,3,1999,,23.7.2015,,,,true,false,true,true,true,true,true,85,12.1,7.15,false,true,true,false,false,true,2,true,1,false,false,false,47,false,true,4,54,false,12.4.2006,false,false
12.194.243.160/16,7182 Manley Alley,California,93704,CA,Fresno,1,true,7.57,,3830,Strasse,Mauerwerk,300,100,HPW SCHOE Schöneberg Königstr.,true,false,false,false,true,true,true,Etwas nötig,false,true,2,1990,,14.6.2016,,,,false,false,false,false,false,false,false,68,26.6,7.51,false,false,true,true,false,true,4,false,5,false,true,false,31,true,true,21,6,true,2.6.1992,false,true
171.118.218.97/5,43 Hermina Junction,Arizona,85743,AZ,Tucson,0,true,9.68,,4123,Fahrbahn,Stein,100,300,HPW SCHOE Schöneberg Königstr.,false,false,false,false,true,false,true,"",false,false,2,1999,,28.9.2015,,,,false,true,true,true,false,true,true,5,12.4,3.72,true,true,false,true,true,true,5,true,0,true,true,false,49,false,true,14,37,true,2.12.1990,false,true
182.104.80.15/1,0392 Corry Pass,New York,14225,NY,Buffalo,1,true,12.79,,1688,Fahrbahn,Mauerwerk,500,200,HPW KAR Karow Pankgrafenstr.,true,false,false,false,false,false,false,Keine Bemerkung,true,true,0,204,,7.5.2016,,,,false,false,true,false,false,true,false,43,17.7,27.18,true,true,false,false,false,false,2,true,4,true,true,false,42,true,true,68,66,false,27.9.2000,false,true
181.195.89.130/18,1 Hoffman Alley,Alabama,36205,AL,Anniston,0,true,7.46,,554,Fahrbahn,Stein,400,200,HPW KAR Karow Pankgrafenstr.,false,false,false,true,true,true,false,"",false,false,3,1995,,25.7.2015,,,,false,false,true,true,true,false,true,64,28.4,27.29,false,false,false,false,true,true,1,false,0,false,false,true,20,false,true,43,28,true,31.8.1997,true,false
9.245.52.129/5,534 Sherman Alley,Kentucky,40205,KY,Louisville,1,true,5.53,,4258,Industrie,Mauerwerk,400,400,HPW SCHOE Schöneberg Königstr.,true,false,false,false,true,true,false,"",true,false,0,204,,9.6.2017,,,,false,true,true,false,false,true,false,23,0.4,6.49,false,false,false,false,true,false,0,true,5,false,false,false,18,false,true,15,9,false,30.3.2002,true,true
109.142.184.147/10,5 Mitchell Street,Florida,32259,FL,Jacksonville,0,false,2.69,,1960,Strasse,Mauerwerk,300,500,HPW KAR Karow Pankgrafenstr.,true,true,true,false,false,false,true,"",false,false,1,1995,,23.6.2017,,,,true,true,false,true,false,true,true,4,17.4,7.05,true,false,false,true,true,false,3,false,2,false,true,true,42,true,false,35,100,false,5.5.2004,true,false
155.105.96.41/20,45 Haas Junction,Illinois,61629,IL,Peoria,0,false,5.16,,166,Industrie,Mauerwerk,300,400,HPW SCHOE Schöneberg Königstr.,true,false,false,false,true,true,true,Keine Bemerkung,true,true,0,204,,21.4.2016,,,,true,true,true,false,false,false,false,7,15.1,0.28,false,false,false,false,true,false,1,true,4,true,true,false,44,true,false,38,74,true,13.9.2005,true,true
115.36.15.111/3,40 Walton Plaza,Texas,75372,TX,Dallas,1,false,17.09,,2830,Fahrbahn,Stein,100,400,HPW KAR Karow Pankgrafenstr.,true,true,false,true,false,false,false,Etwas nötig,false,false,0,1999,,13.9.2016,,,,false,true,false,false,false,false,true,51,25.8,1.26,true,true,false,false,false,false,2,false,1,true,false,false,40,true,false,12,81,true,9.11.2004,true,false
31.96.204.19/7,4291 Fulton Circle,South Carolina,29615,SC,Greenville,1,true,11.45,,874,Industrie,Beton,500,300,HPW KAR Karow Pankgrafenstr.,false,false,false,true,true,false,false,"",true,true,2,1995,,28.7.2015,,,,false,false,false,false,false,true,false,62,20.5,21.96,true,false,true,false,true,false,3,false,1,true,false,false,28,true,false,12,75,true,14.5.2003,false,true
220.114.73.132/10,570 Fairview Pass,Louisiana,70183,LA,New Orleans,0,false,19.92,,147,Fahrbahn,Ziegel,400,300,HPW SCHOE Schöneberg Königstr.,true,false,false,false,true,false,false,Etwas nötig,false,false,3,1992,,23.7.2015,,,,true,true,false,true,true,true,false,36,13.3,14.5,true,true,true,false,false,false,0,false,1,false,true,false,34,false,false,70,37,true,11.9.1990,false,true
129.187.162.126/21,77 Corscot Court,Alabama,36622,AL,Mobile,1,true,11.08,,458,Strasse,Ziegel,500,100,HPW SCHOE Schöneberg Königstr.,true,true,false,false,false,true,true,Keine Bemerkung,false,true,1,204,,4.8.2016,,,,true,true,false,true,true,false,false,45,7.3,1.23,true,true,false,true,false,true,0,true,3,false,false,true,16,false,true,55,29,false,9.11.1993,false,true
249.129.95.8/8,8174 Doe Crossing Court,Michigan,48258,MI,Detroit,0,false,0.4,,1886,Industrie,Beton,300,400,HPW SCHOE Schöneberg Königstr.,true,true,true,true,false,false,false,Schlecht,true,true,0,1995,,3.10.2015,,,,false,true,true,false,true,true,false,18,3.6,11.62,false,false,false,true,false,false,4,true,2,true,true,true,49,false,true,63,96,true,19.9.2004,false,true
121.137.68.112/25,32 Mandrake Trail,Florida,32859,FL,Orlando,1,true,8.14,,2395,Strasse,Beton,100,300,HPW KAR Karow Pankgrafenstr.,true,true,true,false,true,true,false,"",true,false,1,1990,,3.12.2016,,,,true,false,true,false,false,false,true,72,28.6,26.53,false,false,true,false,true,true,2,true,1,true,false,false,26,false,false,57,20,false,15.12.1995,false,true
127.110.163.130/4,6 Lawn Alley,Florida,33169,FL,Miami,1,true,19.88,,1643,Gehweg,Beton,100,400,HPW SCHOE Schöneberg Königstr.,true,false,true,false,true,true,true,"",true,true,3,1990,,12.9.2015,,,,false,true,false,true,true,false,true,24,23.1,9.0,false,true,true,false,false,true,4,true,2,false,false,true,21,false,true,50,93,false,8.9.1998,true,false
130.175.218.136/15,8943 Darwin Junction,Illinois,60691,IL,Chicago,0,true,8.03,,3568,Gehweg,Ziegel,200,200,HPW KAR Karow Pankgrafenstr.,true,false,false,false,false,false,true,Etwas nötig,false,true,4,1990,,29.6.2017,,,,false,false,false,true,false,false,true,72,14.6,17.85,false,true,false,true,true,false,3,true,3,true,false,true,27,true,true,27,51,false,17.12.2006,false,false
139.197.65.158/29,25727 Holy Cross Hill,California,90094,CA,Los Angeles,0,true,0.3,,1069,Industrie,Ziegel,400,400,HPW KAR Karow Pankgrafenstr.,false,false,false,true,true,true,true,Etwas nötig,true,false,1,1995,,6.8.2015,,,,false,false,false,true,false,true,false,27,11.9,12.78,true,false,true,true,false,false,2,true,0,true,true,false,3,true,true,52,46,true,21.9.1997,false,true
27.168.52.77/31,83 Fair Oaks Trail,Ohio,45432,OH,Dayton,1,true,12.64,,1130,Gehweg,Mauerwerk,300,100,HPW WEG Wedding Otawistr.,true,true,false,true,false,false,false,Etwas nötig,true,false,1,204,,24.12.2016,,,,false,false,true,true,true,true,true,35,6.4,20.19,true,true,true,false,false,false,4,false,5,false,false,false,28,false,true,69,56,true,2.1.1994,false,false
251.156.70.2/16,171 La Follette Trail,California,90081,CA,Los Angeles,0,true,17.05,,3537,Gehweg,Beton,500,200,HPW KAR Karow Pankgrafenstr.,true,false,true,true,true,false,true,"",false,true,3,1995,,13.5.2017,,,,false,true,true,false,false,false,false,52,29.2,10.28,true,false,true,false,true,false,1,true,3,false,false,false,20,false,true,58,15,false,3.11.2009,true,false
84.143.71.25/12,4 Buhler Road,New York,14614,NY,Rochester,1,false,10.91,,2065,Strasse,Beton,300,500,HPW WEG Wedding Otawistr.,false,false,false,true,false,false,false,"",false,true,4,1992,,17.8.2015,,,,false,true,true,false,true,true,false,60,14.0,18.9,false,true,true,false,true,true,5,true,0,false,false,false,49,true,false,60,4,true,9.3.1992,false,true
105.155.23.27/4,8 Waubesa Place,New York,14215,NY,Buffalo,1,true,19.33,,1104,Industrie,Stein,500,200,HPW SCHOE Schöneberg Königstr.,false,true,false,true,true,true,true,"",false,false,0,1999,,9.4.2017,,,,false,false,false,true,true,true,true,23,15.3,28.44,true,false,true,false,false,true,0,true,5,false,false,false,7,true,true,42,39,false,28.4.2004,false,true
236.172.231.241/1,3207 Schlimgen Lane,New York,10469,NY,Bronx,0,false,17.53,,820,Gehweg,Mauerwerk,300,300,HPW KAR Karow Pankgrafenstr.,false,false,true,true,false,true,true,"",true,false,1,204,,23.9.2016,,,,true,true,true,false,true,false,false,89,15.8,11.6,true,false,false,false,true,false,0,false,5,true,false,false,41,false,true,17,81,true,5.1.2005,false,true
176.184.39.221/23,8 Steensland Place,Kansas,66606,KS,Topeka,0,false,5.57,,2695,Gehweg,Ziegel,400,300,HPW WEG Wedding Otawistr.,false,false,true,false,false,false,false,Schlecht,false,true,1,1992,,3.4.2017,,,,true,false,false,false,true,false,true,35,0.2,17.84,false,true,true,true,true,true,3,false,4,true,false,true,19,false,false,16,23,false,24.3.2007,false,true
221.73.6.6/2,37654 Manley Way,District of Columbia,20016,DC,Washington,1,true,8.7,,2575,Fahrbahn,Mauerwerk,500,300,HPW KAR Karow Pankgrafenstr.,true,true,false,true,true,false,false,Keine Bemerkung,true,true,4,1990,,29.7.2016,,,,true,false,true,false,true,true,true,49,13.2,6.41,false,false,true,true,true,false,4,false,1,true,true,true,20,false,false,28,39,false,13.2.2005,true,false
229.160.169.180/4,388 Beilfuss Circle,California,91131,CA,Pasadena,1,true,18.28,,2468,Gehweg,Ziegel,300,500,HPW KAR Karow Pankgrafenstr.,true,false,false,false,false,false,false,"",true,true,4,1992,,31.1.2016,,,,true,true,false,false,false,true,false,61,1.9,8.39,true,false,true,true,true,true,5,true,5,false,true,true,28,false,true,70,31,true,24.11.1998,false,false
32.138.140.120/12,57356 Cascade Junction,Kentucky,40515,KY,Lexington,1,true,10.65,,3814,Strasse,Stein,100,500,HPW KAR Karow Pankgrafenstr.,false,false,true,false,true,false,true,"",true,false,4,1990,,30.9.2016,,,,false,true,true,true,true,true,false,30,8.5,12.26,true,true,true,true,true,false,0,false,2,true,true,true,38,false,true,34,89,true,20.8.2002,true,false
58.62.5.92/22,93 Lakewood Way,Alabama,35279,AL,Birmingham,0,true,10.01,,2570,Gehweg,Ziegel,300,300,HPW WEG Wedding Otawistr.,true,false,false,true,false,true,true,Keine Bemerkung,false,true,0,1995,,27.3.2017,,,,true,true,true,true,false,true,true,29,15.1,13.51,false,true,false,true,false,true,3,false,1,true,false,true,3,false,false,61,15,false,13.6.1997,false,false
246.8.207.134/1,831 Northwestern Terrace,District of Columbia,20470,DC,Washington,0,true,18.19,,2870,Gehweg,Ziegel,100,400,HPW WEG Wedding Otawistr.,false,false,true,true,false,false,true,"",false,false,2,1999,,7.11.2016,,,,false,false,false,true,false,true,false,96,0.1,8.92,true,false,false,true,false,true,3,false,4,false,true,true,15,false,true,80,75,true,17.11.1993,true,true
